Gender,City Pop,Age,Transaction Mean,Count,Coefficient of Var of Transaction Amt,Entertainment,Food Dining,Gas Transport,Health Fitness,Home,Kids Pets,Personal Care,Travel,Grocery,Misc,Shopping,Spending Distribution Difference from Median,2016 population estimate,Adjusted gross income reported on itemized returns,"Average earnings per worker growth, 2001-2016",Charitable Giving and Civil Society,Civilian population aged 25 and up,Creative Class Occupations and Creative Industries,Crime,Farmers' markets per capita,Food Access,Full-Time Work,Grocery stores per capita,Industry Mix,Intensity of volunteerism,Interval measure of number of organizations at which one volunteers  ,Interval measure of volunteer hours  ,Itemized contributions as share of total adjusted gross income,"Jobs, Earnings, and Productivity",Literacy and Education,Net migration rate,"Per capita income growth, 2001-2016",Percent of adults that are obese,Percent of adults that have diabetes,Percent of civilian population aged 18-64 that is insured,Percent of population that has low access to grocery stores,Percent of population with at least a bachelor's degree,Percent of population with high school diploma or equivalent,Percent of returns with itemized deductions,Percent of returns with professional or business income,Percent of returns with salaries and wages,Percent of returns with self-emp. retirement plans,Percent of returns with taxable Social Security benefits,Percent of the population 25 and above that have completed more than 8th grade,Percent of working-age population that works full-time (35+ hours/week) year-round,Poor mental health days per month,Poor physical health days per month,"Property crime events per 1,000 population","QCEW emp., 2001-2016 Average  ","QCEW emp., 2016  ",Rate Working Outside County of Residence  ,Rate Working in County of Residence  ,Reported instances of violent crime  ,Residential stability,Share of emp. in the 2nd-largest traded industry  ,Share of emp. in the 3rd-largest traded industry  ,Share of emp. in the 4th-largest traded industry  ,Share of emp. in the 5th-largest traded industry  ,Share of emp. in the largest traded industry  ,Suicide rate,Total civilian population aged 18-64,"Violent crime events per 1,000 population",Worked Outside County of Residence  ,Worked in County of Residence  ,Years of potential life lost to premature death (age-adjusted),"JobCat_Arts, Entertainment, and Media",JobCat_Education and Research,"JobCat_Finance, Insurance, and Business Services",JobCat_Healthcare and Social Assistance,"JobCat_Manufacturing, Construction, and Logistics","JobCat_Retail, Hospitality, and Customer Service",JobCat_Technology and Engineering
0,1762,57.66187543,61.28164717,1026,13928.68129,6.197935363,4.609369993,13.60846773,6.330197851,7.612711386,6.377847974,8.662779481,0.586179206,20.52616486,11.34677281,14.14157335,17.78282435,81170.0,1072137.0,0.027485047,0.34451829,59324.0,0.407125027,0.963988369,0.036959468,0.600131669,0.510515595,0.208660644,0.711465403,82.78743633,1.588457389,131.504315,0.030163123,0.406868726,0.611249773,0.0139162,0.034797873,36.8,13.7,87.67864227,13.88998994,9.254572868,80.72638702,12.62557697,11.919631,80.3692627,0.32582134,14.82487106,0.977327894,52.62509918,4.061835289,3.715924501,17.04888911,31005.12494,29472.99995,0.278659191,0.72134079,211.0,0.946505426,0.021155266,0.020154368,0.016337061,0.16834589,0.022552477,0.248151273,45831.0,2.602978004,9186.0,23779.0,7090.209473,False,False,False,False,True,False,False
1,1439,20.25735797,431.1873333,15,46884.79576,0.0,0.0,0.412195163,0.0,0.0,0.0,0.0,0.0,22.53034644,39.16225121,37.89520719,98.96629101,41299.0,472309.0,0.025622454,0.357847321,28657.0,0.435137586,0.957801456,0.096854645,0.65333432,0.503840135,0.436458864,0.643623908,90.14321862,1.463703704,131.942963,0.035995503,0.406998314,0.598706889,0.0061632,0.03995759,28.0,10.5,73.57865143,17.5690716,10.28204632,78.70461273,13.43445301,13.65113735,80.33586121,0.379198253,15.65547085,0.957950937,53.8672905,4.283921242,4.62769556,21.70969926,17283.00002,18522.9998,0.077590389,0.922409592,72.0,0.955598456,0.036000587,0.024466591,0.014197168,0.104916727,0.056864347,0.144390432,23235.0,1.740644038,1279.0,15205.0,7025.75293,False,False,False,False,False,True,False
1,2799,58.9431896,65.65658103,506,47917.93547,5.806142453,8.143192074,10.56301759,2.988601307,8.889349089,8.929683528,6.43466739,0.345250755,14.44707354,7.80083095,25.65219132,24.33430658,7818.0,119947.0,0.018481953,0.488578985,5329.0,0.403179812,1.0,0.0,0.527620475,0.551525856,0.125881168,0.575690068,92.32776801,1.495400788,138.0670171,0.048471408,0.382527976,0.592572795,-0.054617401,0.038851399,35.6,16.1,76.15419006,31.64379976,9.906438828,80.38835144,19.35483932,18.70967674,83.54838562,0.0,14.83870983,0.969224995,53.38411331,4.092838287,4.084195137,0.0,1666.874999,1617.000012,0.533402557,0.466597443,0.0,0.976233531,0.042595491,0.038668867,0.025230858,0.171864347,0.059366383,0.128501671,4462.0,0.0,1541.0,1348.0,11702.56641,False,False,False,False,False,True,False
1,1577385,70.87474333,534.5357143,7,30631.93873,0.0,0.0,0.198302933,0.0,0.0,0.0,0.0,0.0,23.73194361,0.0,76.06975346,121.1384416,1634989.0,358232307.0,0.02662359,0.396315854,1237623.0,0.715382043,0.957710304,0.028134746,0.758922625,0.708584841,0.829215063,0.477925389,146.1401682,1.479265403,216.1800948,0.043984391,0.408189551,0.810996972,-0.0034031,0.038426876,14.7,6.7,90.08253479,0.000122737,31.25088501,91.0043335,45.23212433,21.5002346,80.59256744,2.591091394,9.591740608,0.969539189,63.56924438,3.561713219,3.356281281,16.15221392,2330277.248,2415773.01,0.155269947,0.844730072,9769.0,0.918035342,0.053443007,0.042441562,0.034918945,0.092068065,0.078649417,0.069354287,1155477.0,5.982369494,135923.0,739475.0,4139.442871,True,False,False,False,False,False,False
1,67082,49.97946612,65.26503947,1520,30217.64498,4.039984331,8.9510625,12.04525757,4.028210477,7.581847943,12.58766128,4.084378212,7.169400156,16.14419181,8.859472398,14.50853332,29.53379142,103363.0,1807846.0,0.0205354,0.542285336,71696.0,0.341445037,0.917197065,0.029023925,0.548915039,0.516146618,0.124848741,0.700333585,87.49889299,1.650426309,144.410475,0.058262706,0.360479188,0.615612426,0.0086653,0.028429303,35.1,16.8,81.81803894,22.44456452,9.728348732,81.59143829,22.3465023,17.22989082,81.41361237,0.28557831,15.5640173,0.970598081,52.59424591,4.909351826,4.982018471,40.55810729,35404.81241,36213.00026,0.268139896,0.731860123,515.0,0.949762284,0.024864018,0.019244665,0.016740857,0.202164815,0.036293536,0.165750166,62430.0,4.959027838,10872.0,29674.0,11419.01465,False,False,False,False,False,False,True
1,165,74.28062971,63.8113943,2001,19776.31536,4.996812508,4.333735881,12.95807078,5.353850756,7.790590399,6.861315126,6.031846725,2.545764395,19.75867476,9.703665067,19.66567361,10.65769328,60979.0,1300000.0,0.021346314,0.27571537,39869.0,0.369809596,0.974227102,0.131192706,0.560179012,0.524394233,0.291365858,0.563729258,135.9275862,1.453229399,197.5339644,0.026649231,0.394676573,0.728188277,0.019642301,0.034821238,26.0,9.3,90.10713959,29.30811611,14.62473202,93.96599579,21.08614159,15.99250889,78.27715302,0.636704147,18.95131111,0.983144799,56.23930359,3.931959629,3.578899384,12.73441049,23749.06254,23470.00034,0.216804047,0.783195953,90.0,0.910718426,0.032369573,0.015077339,0.011596441,0.194140247,0.050462447,0.11647836,39200.0,1.459996107,5971.0,21570.0,6139.939453,False,False,False,False,False,False,True
0,1201,39.78918549,92.71615629,1574,8609.661503,7.519020596,4.865459834,2.670136608,6.040097377,10.46448483,4.810373753,3.405332626,15.02675536,16.03179712,6.067383455,23.09915844,41.19462835,53853.0,831364.0,0.021444662,0.506919986,37036.0,0.361528188,0.936026433,0.074276271,0.525962219,0.533595357,0.188373582,0.565543511,82.2390411,1.437007874,118.1781496,0.054135132,0.377964189,0.68914776,0.019711001,0.021345003,30.9,10.8,71.70110321,29.08717009,12.31762123,86.00038147,16.6261158,17.19383621,80.25141907,0.121654503,15.12570953,0.988794686,54.98278809,4.54808569,4.802497387,32.24314625,26631.87501,29167.00015,0.111096783,0.888903198,170.0,0.900458354,0.02097147,0.014858443,0.012425512,0.156008205,0.05824279,0.274047684,31556.0,3.144770432,2584.0,20675.0,8470.097656,False,False,False,False,False,False,True
0,3776,43.30184805,64.29691414,1549,31786.36634,7.003248727,4.542716208,8.946862482,7.54030888,10.70433407,6.580691257,1.500673923,3.137688773,16.36388318,13.25251075,20.42708175,18.90891601,680970.0,26619027.0,0.02136457,0.327699635,504918.0,0.339328039,0.956920416,0.019090415,0.560469054,0.554014798,0.17913564,0.670420426,221.7419355,1.291666667,286.4166667,0.037697058,0.380933177,0.683356416,0.019439399,0.023701668,24.6,9.9,73.42814636,23.94888294,15.95430851,82.90730286,24.94272995,17.31070709,73.43260193,0.497347474,22.37460899,0.972349966,54.85103989,3.726868629,3.757378817,20.01866873,207291.7502,250629.999,0.127084017,0.872915955,2301.0,0.927088071,0.032335851,0.021228023,0.012727959,0.155355356,0.037528954,0.157821291,371186.0,3.398476962,34248.0,235243.0,6739.178223,False,True,False,False,False,False,False
0,1595797,44.0109514,61.05446394,2565,28454.39234,8.206260732,4.62111929,11.73726587,7.259341514,9.70217369,7.386438593,2.751130713,1.026942359,14.23345532,12.96028152,20.1155904,16.49138901,1858699.0,48286572.0,0.028502176,0.335668816,1171084.0,0.378919364,0.905526968,0.010760215,0.533579729,0.628205301,0.097256256,0.645272375,107.8174157,1.358778626,146.5,0.039253418,0.438738783,0.681249278,0.0088884,0.030213151,27.3,8.9,76.61067963,24.73849188,16.96453094,85.09949493,20.75797272,16.51682091,85.32680511,0.36849162,9.679902077,0.962612417,59.10271835,3.789843798,4.26423645,47.74636304,723969.3108,841334.9971,0.055611644,0.944388351,8433.0,0.94419919,0.030853312,0.029468862,0.022688707,0.142875787,0.056795504,0.119252546,1137297.0,4.544783335,47316.0,803513.0,6875.872559,False,False,False,False,False,False,True
0,7879,70.02600958,702.1811111,9,21574.91204,0.0,0.0,0.0,0.0,0.0,0.0,0.345906327,0.0,9.570971718,12.82828267,77.25483929,115.3689856,288204.0,14987925.0,0.022929993,0.246298002,205616.0,0.458425825,0.959105713,0.058985996,0.578368159,0.681917851,0.239141062,0.66054404,85.18802863,1.479307026,126.0192493,0.023016328,0.416895657,0.847945802,-0.0019709,0.028604371,22.7,7.9,89.80581665,20.87468098,26.63438797,89.67293549,36.8902626,17.28655052,83.39806366,1.178329229,14.47567654,0.991484126,62.5716095,3.829746723,3.049821377,21.66947341,171057.8125,178895.0024,0.121235781,0.878764191,347.0,0.938044361,0.035144005,0.029233634,0.02618956,0.144470246,0.051248614,0.112997832,182820.0,1.209864405,18475.0,133914.0,5354.324219,False,False,False,True,False,False,False
1,136,66.7871321,71.13990234,512,19749.63546,5.774877463,3.451001452,12.4498025,7.216002359,4.407138992,4.967242419,6.196883726,0.364433748,20.2790606,19.69979379,15.19376295,28.51714484,32177.0,679094.0,0.011471612,0.504205464,21971.0,0.517954875,0.978281224,0.062156199,0.600169334,0.642264595,0.215437646,0.708090297,66.03185096,1.607729469,106.1613527,0.051285978,0.359857999,0.670542582,0.0135971,0.030968053,31.6,13.9,86.07068634,10.64311071,10.46067047,87.12029266,17.92828751,12.01859188,78.9508667,0.199203193,16.66666603,0.981202494,60.14638901,4.092630386,3.842051506,11.6913484,12808.81251,12485.00001,0.262325382,0.737674637,11.0,0.937784474,0.043373734,0.036861539,0.029789144,0.147562134,0.046206918,0.157420817,18759.0,0.504332676,3831.0,10773.0,8517.626953,False,True,False,False,False,False,False
0,641,26.1026694,102.9981766,521,15217.41733,5.911682465,3.877116137,3.369755721,5.02774307,10.59249507,4.161917034,3.577705287,15.22875104,13.13304281,8.538790449,26.58100091,43.84665332,30474.0,398770.0,0.017677853,0.393155857,19837.0,0.286842235,0.945144951,0.065629717,0.664288673,0.419995383,0.227716331,0.608225491,98.30534826,1.456521739,143.1838768,0.043095017,0.321239063,0.584994139,-0.0064649,0.032878537,28.5,8.9,78.09094238,11.55157022,9.019627571,82.2755661,20.48643684,13.37698746,80.91674805,0.374181479,14.68662262,0.943791904,48.20170593,4.561480999,4.340263367,27.22863232,12619.0625,12879.99987,0.171324997,0.828675003,82.0,0.902037307,0.052072171,0.033199009,0.017231533,0.106798196,0.058744185,0.164262952,14866.0,3.013154994,1796.0,8687.0,7265.302734,False,True,False,False,False,False,False
1,2906700,35.04175222,83.28373729,2558,15840.96401,7.831808892,5.002342285,2.77558935,4.981355596,6.352845806,6.14289912,5.272540624,0.148239906,27.96900391,10.22766169,23.29571282,28.69951983,4434257.0,178356953.0,0.031598587,0.35047991,2792590.0,0.368517039,0.916516683,0.002706203,0.574035603,0.681573294,0.180578639,0.644149493,95.26931567,1.451923077,138.3237179,0.041500967,0.452772204,0.667767276,-0.0010293,0.033971515,27.2,8.5,70.84893799,16.99278923,18.66327095,83.24550629,24.4582634,21.97468948,85.46218109,0.588735878,7.599144936,0.943134151,62.10731506,3.646364212,3.603607655,38.01232677,2024397.624,2266730.016,0.078854451,0.921145554,31767.0,0.948237559,0.052429419,0.024144702,0.022926502,0.1047633,0.058771946,0.106973356,2804735.0,7.176872969,164996.0,1927416.0,6564.949219,True,False,False,False,False,False,False
0,291,28.67077344,90.74937383,1070,7545.394407,7.572782099,6.605251415,3.638777972,6.512091482,10.98269724,4.9768578,2.947586055,15.69247459,16.70691479,5.527228478,18.83733808,40.08095403,16329.0,291547.0,0.030797925,0.415730465,10478.0,0.417245848,0.967493868,0.061240737,0.504098625,0.765635613,0.245293432,0.677432569,64.09335124,1.501008065,96.2046371,0.034687375,0.495108967,0.765310306,0.050157599,0.042562146,33.1,8.4,93.31568909,40.23141021,16.8690834,94.12273407,14.10256386,13.84615421,84.10256195,0.769230783,16.53846169,0.975854171,69.16753387,2.64897418,2.698664188,16.64228237,7861.250012,7873.999989,0.282450676,0.717549362,23.0,0.904662062,0.046300836,0.042760391,0.02910774,0.07146008,0.063994803,0.183452578,10203.0,1.40209705,2448.0,6219.0,8156.348145,False,False,False,False,False,True,False
0,112,54.90759754,56.98058939,509,9192.881907,4.973809714,4.72304359,13.39335216,9.237730286,11.2691669,8.809603932,5.435725536,3.029777486,20.32264115,8.299210568,10.50593867,29.70307727,9312.0,147371.0,0.026950717,0.658003858,6423.0,0.241353433,0.977067352,0.0,0.605264108,0.482270446,0.423056584,0.444088063,86.93719807,1.430051813,124.3246978,0.075639033,0.366946171,0.554414233,-0.037615899,0.030582564,34.5,14.8,82.88172913,22.12632734,4.431659222,87.03939056,27.43589783,17.94871712,80.0,0.0,16.66666603,0.975712284,49.60028458,4.068016052,4.201250076,10.87506323,3024.562501,3235.000011,0.53442524,0.46557476,13.0,0.961890244,0.033739015,0.027096609,0.024752423,0.082739263,0.046697237,0.109841828,5462.0,1.643904906,1762.0,1535.0,11989.0,False,True,False,False,False,False,False
1,2379,48.95003422,63.13907843,510,30762.55094,4.41686001,4.960819455,14.08294729,6.417361238,4.565209763,6.681639319,4.04274038,0.227198407,14.37539226,20.23152747,19.9983044,25.8404403,134229.0,1799828.0,0.029693296,0.278336459,97484.0,0.318416592,0.96043059,0.04469973,0.610505012,0.50314288,0.243765512,0.677281218,76.01877934,1.655440415,125.8445596,0.025785797,0.40673016,0.620946673,-0.0077971,0.034158569,38.5,15.9,88.37736511,20.02301392,9.641541481,81.79161072,12.48986244,10.46228695,81.97891235,0.194647208,15.39334965,0.982397111,51.57933426,4.334888458,4.045270443,20.08885455,40509.56259,39259.00043,0.394665718,0.605334282,247.0,0.968569128,0.020874059,0.012833251,0.012035821,0.153231844,0.039522871,0.218483723,79414.0,1.835039598,20731.0,31797.0,9018.414063,False,False,False,False,False,True,False
1,372,24.47364819,61.45309958,3123,33351.504,5.276309891,3.195869612,13.73191982,5.364529846,7.461753333,6.621743668,6.64081431,2.794109548,17.68275237,12.92985344,18.30034416,12.80576425,17462.0,415964.0,0.024650266,0.385297483,13009.0,0.316690769,0.978671587,0.286336044,0.733912279,0.548846381,0.401146132,0.618296277,79.59693633,1.432784636,114.0452675,0.03814032,0.407581342,0.67838238,-0.034281801,0.026538508,28.7,12.6,82.85250092,0.0,13.89168644,78.68852234,23.29670334,18.35164833,73.18681335,0.439560443,21.64835167,0.985548466,55.7917099,4.023845673,3.838674307,10.61814842,4162.437508,4138.99998,0.487251015,0.512748985,20.0,0.938795542,0.020447837,0.017479418,0.013242208,0.112467892,0.060708892,0.170726155,9844.0,1.147907938,3669.0,3861.0,7634.576172,True,False,False,False,False,False,False
0,1645,43.84668036,92.05853659,2009,8853.846102,5.997715004,5.850012112,3.432155185,5.277227466,10.62483238,5.304478722,3.178869895,15.20938049,15.39870643,5.656430864,24.07019145,41.69170012,40683.0,760019.0,0.038826432,0.371499862,27023.0,0.301690525,0.962601643,0.147481749,0.62120856,0.635491651,0.196372027,0.518828558,78.33527045,1.437660668,112.6195373,0.038424039,0.487835261,0.664895743,-0.0004647,0.036321301,28.3,9.6,73.66274261,12.9299483,14.4921627,76.25754547,17.1538887,15.88527298,82.79095459,0.386100382,15.49917221,0.988528291,61.84440994,3.707266808,3.937214375,19.40775822,15806.50003,15540.99982,0.060931902,0.939068069,58.0,0.930248189,0.03620033,0.023617283,0.021635341,0.086672238,0.039473876,0.472143532,23294.0,1.415911921,1071.0,16506.0,12763.33398,False,False,False,False,True,False,False
